MaHoaDon,DiemPhucVu,DiemViTri,DiemChatLuongMonAn,DiemGiaCa,DiemKhongGian,BinhLuan
44585,10,8,2,9,10,"Ngon, sẽ quay lại!"
45652,3,8,9,7,10,Rất hài lòng!
11384,4,10,0,4,7,Không gian chật chội!
27115,4,3,10,2,1,Giá quá đắt!
24779,5,4,9,8,8,"Ngon, sẽ quay lại!"
123562,9,9,9,9,6,Dịch vụ tuyệt vời!
79373,1,10,7,1,4,Không gian chật chội!
142558,5,2,3,9,8,Giá quá đắt!
60102,9,3,4,8,8,Rất hài lòng!
65724,6,7,6,5,6,Rất hài lòng!
28372,3,3,0,0,0,Không gian chật chội!
111119,4,4,3,10,5,Không ngon!
19701,8,0,4,4,2,Dịch vụ kém!
19710,5,8,9,4,8,"Ngon, sẽ quay lại!"
59741,2,1,9,4,9,Không gian chật chội!
95412,7,2,1,3,5,Dịch vụ kém!
41871,3,10,9,5,9,Giá cả hợp lý!
66000,7,3,2,8,6,Không hài lòng!
25612,2,8,4,10,7,Giá cả hợp lý!
95411,10,3,9,8,4,Giá cả hợp lý!
102904,6,4,2,6,10,Giá quá đắt!
132669,6,0,9,9,0,Dịch vụ kém!
107391,4,8,8,8,2,Giá cả hợp lý!
35484,8,5,8,9,8,"Ngon, sẽ quay lại!"
14977,2,0,0,4,9,Giá quá đắt!
88299,0,10,3,3,7,Không hài lòng!
59642,7,6,3,4,0,Không ngon!
113049,7,8,9,8,4,Rất hài lòng!
111568,2,0,10,10,8,Không gian đẹp!
33181,6,9,8,1,5,Giá quá đắt!
133094,9,9,3,2,8,Giá cả hợp lý!
42579,1,2,5,2,9,Giá quá đắt!
3593,6,8,9,6,9,Giá cả hợp lý!
3891,1,3,3,6,5,Dịch vụ kém!
1241,5,4,0,3,5,Giá quá đắt!
40087,3,8,7,5,8,Không gian đẹp!
98442,1,4,8,2,4,Không hài lòng!
62990,10,9,10,9,0,Dịch vụ tuyệt vời!
124491,0,0,1,10,0,Dịch vụ kém!
89614,9,1,3,1,9,Không gian chật chội!
53383,10,2,1,9,1,Dịch vụ kém!
95586,5,4,7,8,2,Dịch vụ kém!
140807,9,4,3,0,0,Không gian chật chội!
25763,10,10,0,6,9,Rất hài lòng!
136492,5,8,7,4,9,Dịch vụ tuyệt vời!
82532,4,9,4,10,9,Rất hài lòng!
119783,6,3,6,2,9,Dịch vụ kém!
25329,7,6,0,0,2,Không hài lòng!
92214,5,1,8,3,3,Không hài lòng!
64149,10,8,10,1,10,Rất hài lòng!
96605,6,5,3,1,3,Không ngon!
114536,4,0,8,2,8,Không ngon!
133301,0,9,4,8,4,Dịch vụ kém!
122984,10,8,1,0,0,Không gian chật chội!
26835,4,8,1,0,2,Không hài lòng!
30031,0,3,4,8,10,Không ngon!
146842,7,4,1,7,7,Giá quá đắt!
137213,1,3,4,9,0,Không ngon!
115578,0,9,1,5,7,Không hài lòng!
104056,7,3,6,6,9,Dịch vụ tuyệt vời!
142603,8,7,7,4,0,Không ngon!
77391,6,4,7,2,0,Không hài lòng!
91917,6,8,9,3,3,Giá quá đắt!
39956,6,1,0,9,6,Dịch vụ kém!
140848,3,1,5,8,4,Giá quá đắt!
145680,2,4,4,2,2,Không gian chật chội!
58914,2,10,10,10,0,Rất hài lòng!
5521,6,6,5,1,3,Không ngon!
53985,9,2,6,1,7,Không gian chật chội!
90129,6,5,2,3,7,Không ngon!
82915,1,5,7,4,10,Không ngon!
90159,4,0,5,7,3,Không hài lòng!
82475,10,3,8,2,8,Không gian đẹp!
27819,6,4,8,6,7,Không gian đẹp!
69534,9,4,7,8,10,Dịch vụ tuyệt vời!
1390,0,10,9,9,7,Rất hài lòng!
24007,7,7,10,5,7,Không gian đẹp!
9466,3,1,9,5,8,Không hài lòng!
88542,5,1,6,4,5,Không hài lòng!
110730,1,4,9,4,5,Không gian chật chội!
122814,8,5,1,7,6,Dịch vụ kém!
75944,1,1,5,8,7,Không gian chật chội!
47334,7,8,1,6,1,Không gian chật chội!
82741,3,10,4,2,1,Không ngon!
14763,5,6,3,2,9,Không ngon!
41684,7,9,2,6,10,Không gian đẹp!
72888,9,4,2,7,10,Rất hài lòng!
111108,3,2,10,9,5,Không gian chật chội!
83332,7,6,2,6,8,Không ngon!
63378,4,9,7,3,0,Dịch vụ kém!
57839,1,7,1,4,0,Dịch vụ kém!
117310,4,3,4,2,3,Dịch vụ kém!
74498,6,3,6,7,8,Giá cả hợp lý!
125425,5,0,4,8,7,Không hài lòng!
29858,7,3,7,1,3,Không hài lòng!
59429,10,10,2,0,1,Không gian chật chội!
91206,5,10,3,9,10,Rất hài lòng!
131795,10,0,3,4,7,Không hài lòng!
58799,8,6,2,4,0,Giá quá đắt!
17066,0,0,8,8,7,Không hài lòng!
70996,8,9,7,4,10,Giá cả hợp lý!
101,3,10,1,10,9,Dịch vụ tuyệt vời!
2796,4,1,1,5,7,Không hài lòng!
20035,8,1,4,4,3,Không hài lòng!
65181,8,6,10,4,5,Rất hài lòng!
77690,2,9,4,9,9,"Ngon, sẽ quay lại!"
38774,3,4,2,10,1,Dịch vụ kém!
36865,6,10,1,4,3,Dịch vụ kém!
48067,5,10,2,1,9,Không ngon!
6773,8,7,7,4,8,Giá cả hợp lý!
83100,9,10,5,7,0,Giá cả hợp lý!
101140,9,10,7,1,8,Không gian đẹp!
73879,1,10,9,4,3,Giá quá đắt!
5958,4,7,10,3,6,Không gian đẹp!
22591,3,4,9,5,0,Không hài lòng!
74100,1,7,6,1,8,Không ngon!
88536,3,4,0,4,1,Không ngon!
61520,7,0,7,5,3,Không hài lòng!
50579,3,5,8,5,5,Không ngon!
55726,10,3,5,6,3,Không hài lòng!
4606,8,3,7,4,4,Giá quá đắt!
50833,3,8,3,7,6,Không ngon!
148593,10,9,9,5,2,Không gian đẹp!
23184,3,7,5,3,9,Không ngon!
138771,10,5,6,2,10,Dịch vụ tuyệt vời!
103366,1,6,2,7,10,Giá quá đắt!
124744,8,0,10,10,4,Rất hài lòng!
120831,1,5,6,10,5,Không gian chật chội!
74758,5,10,5,2,7,Dịch vụ kém!
76486,3,10,0,0,6,Giá quá đắt!
21726,1,6,7,5,9,Không ngon!
21787,6,3,3,3,0,Không ngon!
144815,1,0,0,2,5,Giá quá đắt!
26686,9,8,10,3,3,Không gian đẹp!
24262,1,1,4,1,3,Dịch vụ kém!
104887,9,5,0,5,3,Không hài lòng!
48145,5,1,9,1,3,Giá quá đắt!
17188,4,8,2,4,5,Giá quá đắt!
94266,10,10,7,9,7,Rất hài lòng!
20286,5,6,0,8,1,Không ngon!
50187,2,10,6,7,0,Giá quá đắt!
31815,4,6,5,4,2,Không gian chật chội!
68361,1,8,3,3,9,Không hài lòng!
28321,7,6,3,1,2,Không gian chật chội!
60436,0,8,8,0,3,Giá quá đắt!
85614,8,5,3,2,6,Không gian chật chội!
75663,6,4,1,0,6,Không hài lòng!
25048,9,9,6,8,9,Dịch vụ tuyệt vời!
70511,0,7,9,4,3,Không ngon!
120783,8,6,0,1,10,Dịch vụ kém!
51760,4,2,0,3,9,Không ngon!
67748,6,7,3,2,10,Giá quá đắt!
59671,6,5,5,2,8,Giá quá đắt!
17686,2,10,4,6,4,Không gian chật chội!
84195,8,1,8,9,2,Không gian chật chội!
94530,7,6,10,3,2,Không hài lòng!
102328,2,4,8,5,9,Giá quá đắt!
98146,8,7,7,4,3,Dịch vụ kém!
33146,5,2,7,2,1,Không gian chật chội!
46278,2,0,10,8,5,Dịch vụ kém!
141821,7,0,6,0,8,Không gian chật chội!
127142,6,6,5,7,2,Dịch vụ kém!
34050,0,1,0,5,1,Không ngon!
99164,7,8,9,9,4,Dịch vụ tuyệt vời!
119480,3,7,4,5,3,Không hài lòng!
114852,3,7,9,1,6,Không gian chật chội!
72538,2,0,4,10,3,Không hài lòng!
143590,2,9,8,1,9,Không ngon!
36540,1,2,9,0,1,Không gian chật chội!
41094,10,9,4,10,9,Không gian đẹp!
90850,6,2,9,8,1,Dịch vụ kém!
25866,9,6,6,9,3,Không gian đẹp!
61963,3,10,10,1,7,Không gian đẹp!
131516,4,10,2,4,5,Giá quá đắt!
14491,2,8,4,8,3,Không hài lòng!
107506,7,8,7,8,6,Rất hài lòng!
24695,10,6,2,4,7,Dịch vụ kém!
48304,6,10,3,1,1,Không ngon!
127742,8,7,7,6,2,Dịch vụ tuyệt vời!
4192,9,0,5,2,3,Giá quá đắt!
94904,9,6,8,0,5,Dịch vụ kém!
42072,10,1,9,5,1,Không ngon!
74222,9,10,0,1,10,Giá cả hợp lý!
117667,5,1,1,0,10,Không hài lòng!
35019,6,5,6,9,9,"Ngon, sẽ quay lại!"
66010,5,3,8,0,8,Không hài lòng!
135264,5,8,8,7,4,Dịch vụ tuyệt vời!
108654,8,8,10,5,1,"Ngon, sẽ quay lại!"
114876,10,9,2,6,9,Dịch vụ tuyệt vời!
11903,4,7,6,4,2,Không gian chật chội!
26933,3,0,4,3,1,Không gian chật chội!
130791,4,6,7,4,5,Giá quá đắt!
80791,7,0,2,1,6,Dịch vụ kém!
42535,7,1,1,9,6,Không ngon!
50679,9,4,9,3,3,Không hài lòng!
46811,7,0,10,4,10,Giá cả hợp lý!
135311,3,1,10,5,4,Không hài lòng!
100966,9,10,2,4,10,"Ngon, sẽ quay lại!"
76411,6,2,1,4,6,Dịch vụ kém!
99447,4,10,3,7,5,Không gian chật chội!
28430,6,0,9,5,7,Không gian chật chội!
52891,0,8,6,10,3,Dịch vụ kém!
131636,4,7,9,0,2,Giá quá đắt!
28173,5,4,4,8,4,Không ngon!
127908,3,7,8,6,9,Giá cả hợp lý!
82668,2,8,10,9,9,Dịch vụ tuyệt vời!
47296,2,4,3,4,1,Không ngon!
25660,0,4,2,1,7,Giá quá đắt!
52532,8,9,10,7,3,Không gian đẹp!
34795,9,7,2,3,4,Dịch vụ kém!
71301,1,6,3,0,6,Không ngon!
112659,7,6,6,9,6,Dịch vụ tuyệt vời!
129201,8,6,2,6,9,Rất hài lòng!
142781,4,2,8,9,4,Dịch vụ kém!
80907,2,9,2,10,4,Không hài lòng!
7255,8,0,4,6,0,Không ngon!
105077,9,10,1,5,1,Dịch vụ kém!
120484,4,3,9,8,10,"Ngon, sẽ quay lại!"
114968,1,10,0,6,7,Dịch vụ kém!
110202,8,7,1,10,4,"Ngon, sẽ quay lại!"
54635,5,6,6,5,1,Không gian chật chội!
30042,1,10,1,2,2,Không gian chật chội!
79743,1,7,0,2,0,Không gian chật chội!
106814,0,10,9,2,4,Không hài lòng!
107626,5,0,0,6,9,Giá quá đắt!
74727,6,0,9,4,7,Không hài lòng!
46728,5,3,10,2,8,Không hài lòng!
64743,6,0,0,10,7,Dịch vụ kém!
19016,0,2,4,5,3,Dịch vụ kém!
128022,9,9,0,3,6,Dịch vụ kém!
148026,10,1,7,2,0,Dịch vụ kém!
118455,3,0,5,2,8,Dịch vụ kém!
136351,7,9,6,5,4,Không gian đẹp!
109939,5,1,5,4,6,Dịch vụ kém!
139732,4,4,7,7,8,Rất hài lòng!
148937,3,10,4,8,10,Giá cả hợp lý!
70359,1,4,6,2,7,Giá quá đắt!
64898,2,9,4,4,10,Dịch vụ kém!
7028,10,7,2,6,7,Không gian đẹp!
97008,6,3,7,10,7,Không gian đẹp!
110033,0,7,1,8,3,Không hài lòng!
73712,2,9,7,9,6,Dịch vụ tuyệt vời!
4106,7,8,4,0,2,Không ngon!
34434,10,8,8,4,4,Giá cả hợp lý!
69396,0,6,9,0,2,Không ngon!
28941,2,0,4,7,4,Không ngon!
61810,10,8,3,6,7,Dịch vụ tuyệt vời!
4182,6,10,5,0,3,Không hài lòng!
64550,0,10,3,7,1,Dịch vụ kém!
11443,9,10,2,7,3,Giá cả hợp lý!
23830,4,10,5,9,3,Giá cả hợp lý!
74642,6,7,1,6,5,Dịch vụ kém!
82293,9,5,4,4,1,Giá quá đắt!
59237,9,8,4,1,7,Dịch vụ kém!
52007,5,8,4,3,7,Giá quá đắt!
48821,2,1,2,8,2,Dịch vụ kém!
2842,0,7,9,2,10,Không hài lòng!
45143,1,9,6,1,9,Giá quá đắt!
14665,5,10,9,8,2,Giá cả hợp lý!
142561,5,9,6,0,8,Không hài lòng!
127652,1,6,7,10,10,Không gian đẹp!
88553,2,5,4,3,8,Không hài lòng!
113004,3,4,8,6,8,Giá quá đắt!
139641,8,6,8,8,2,Rất hài lòng!
24764,4,8,6,7,9,"Ngon, sẽ quay lại!"
68176,0,9,2,5,3,Dịch vụ kém!
41976,1,9,9,5,1,Không ngon!
13930,4,6,10,6,4,Rất hài lòng!
69665,10,6,7,10,7,Dịch vụ tuyệt vời!
149789,6,3,4,2,7,Giá quá đắt!
4168,7,2,2,8,6,Không ngon!
147993,9,4,1,7,4,Không hài lòng!
2719,2,9,0,0,3,Không ngon!
32346,3,9,6,9,10,Dịch vụ tuyệt vời!
49191,2,8,0,4,0,Giá quá đắt!
86877,9,0,2,6,8,Dịch vụ kém!
14342,6,10,8,5,3,Giá cả hợp lý!
54997,4,8,3,2,5,Dịch vụ kém!
102436,8,7,2,1,1,Không ngon!
101230,1,2,0,9,1,Không hài lòng!
124029,4,2,9,3,8,Không gian chật chội!
90756,3,10,6,6,7,"Ngon, sẽ quay lại!"
149620,2,7,2,6,3,Không hài lòng!
32076,10,1,2,7,2,Không gian chật chội!
79176,7,5,1,6,2,Không ngon!
97653,5,7,5,5,8,Dịch vụ tuyệt vời!
53252,6,3,6,0,5,Dịch vụ kém!
12859,0,2,1,1,7,Không ngon!
94347,3,4,10,10,4,Không gian đẹp!
141290,7,4,2,7,1,Giá quá đắt!
28110,4,10,5,4,1,Không hài lòng!
6788,0,0,0,0,4,Không gian chật chội!
95629,3,2,4,6,5,Giá quá đắt!
46589,8,2,3,6,10,Không gian chật chội!
106479,2,0,8,4,0,Không ngon!
52017,0,2,7,5,6,Không hài lòng!
130554,2,6,9,10,6,Không gian đẹp!
52375,5,4,10,9,7,Rất hài lòng!
88068,8,5,3,5,10,Rất hài lòng!
68694,6,3,8,0,5,Dịch vụ kém!
77388,4,0,2,9,5,Không hài lòng!
4362,0,5,1,10,3,Không ngon!
131880,10,1,10,1,7,Không gian chật chội!
128420,9,9,6,7,8,Rất hài lòng!
137793,6,10,4,10,6,"Ngon, sẽ quay lại!"
11661,8,7,0,8,4,Giá quá đắt!
89876,5,4,3,6,6,Dịch vụ kém!
90333,0,1,5,2,2,Giá quá đắt!
92238,5,7,2,9,7,Không gian đẹp!
129531,1,0,2,4,1,Không gian chật chội!
39748,6,0,9,4,10,Không ngon!
101525,5,9,3,7,8,Không gian đẹp!
127900,2,8,5,3,3,Không ngon!
74372,2,10,7,1,9,Không gian chật chội!
109781,6,3,2,6,0,Không ngon!
137575,8,1,10,4,4,Không ngon!
27469,0,1,10,8,5,Không gian chật chội!
111854,9,9,4,5,8,"Ngon, sẽ quay lại!"
17963,7,0,2,5,9,Không hài lòng!
84143,6,7,8,1,10,Dịch vụ tuyệt vời!
93127,1,9,8,1,7,Không hài lòng!
92354,1,1,1,9,3,Giá quá đắt!
15613,4,5,8,6,5,Giá quá đắt!
7432,1,4,4,7,7,Không ngon!
28851,9,2,7,3,9,Rất hài lòng!
105075,9,9,7,6,6,Dịch vụ tuyệt vời!
11367,1,3,10,4,6,Dịch vụ kém!
101714,9,10,7,5,1,Dịch vụ tuyệt vời!
83372,5,2,4,1,7,Không gian chật chội!
27238,9,3,10,6,3,"Ngon, sẽ quay lại!"
51290,5,5,10,7,4,Rất hài lòng!
45682,10,2,0,9,2,Không ngon!
142141,1,1,1,9,0,Dịch vụ kém!
71675,4,6,2,1,3,Không gian chật chội!
97202,5,2,8,7,3,Không ngon!
126305,2,9,10,6,1,Dịch vụ kém!
25542,5,10,3,10,5,"Ngon, sẽ quay lại!"
3674,5,7,7,4,2,Không hài lòng!
80374,9,2,7,8,9,Không gian đẹp!
86301,4,2,8,10,4,Không gian chật chội!
146292,10,4,3,1,2,Không ngon!
46901,5,7,6,6,4,Không ngon!
45643,1,7,1,3,5,Dịch vụ kém!
135259,6,1,8,5,9,Giá quá đắt!
37296,1,2,3,4,1,Không gian chật chội!
31228,5,7,9,0,6,Không gian chật chội!
33748,3,9,9,7,8,Không gian đẹp!
129111,2,8,2,10,6,Dịch vụ kém!
33958,6,6,8,5,9,Rất hài lòng!
49060,10,4,6,5,2,Giá quá đắt!
17517,9,2,2,5,8,Không ngon!
127769,4,1,9,2,10,Không ngon!
69320,10,8,7,1,0,Không hài lòng!
108605,1,6,5,7,2,Không hài lòng!
131441,10,1,2,6,0,Không ngon!
142812,7,6,7,10,9,Không gian đẹp!
99513,6,9,3,2,2,Không hài lòng!
21152,3,4,3,2,6,Không ngon!
119126,2,0,2,3,7,Giá quá đắt!
145127,6,10,5,2,3,Dịch vụ kém!
4292,1,8,0,4,4,Không hài lòng!
64887,4,1,6,4,6,Không ngon!
41502,0,5,7,5,5,Không ngon!
36496,1,1,4,6,8,Không hài lòng!
83928,3,6,7,7,5,Không hài lòng!
122212,2,3,1,9,6,Không ngon!
13905,0,5,6,0,5,Không gian chật chội!
125727,8,2,5,8,5,Không ngon!
52967,6,0,9,5,7,Không gian chật chội!
80310,7,3,3,10,9,Dịch vụ tuyệt vời!
129715,1,8,0,2,9,Không ngon!
75350,6,5,2,8,10,"Ngon, sẽ quay lại!"
5021,6,5,8,0,3,Dịch vụ kém!
119750,9,0,0,3,9,Không gian chật chội!
116115,7,4,3,7,3,Không gian chật chội!
60547,9,8,2,7,7,Không gian đẹp!
71182,0,5,1,8,5,Không ngon!
127386,3,3,9,0,2,Dịch vụ kém!
95061,4,8,8,9,3,Rất hài lòng!
72747,0,7,2,5,7,Không hài lòng!
88987,10,4,9,10,0,Không gian đẹp!
116193,8,10,4,3,2,Không hài lòng!
59260,10,0,2,6,8,Không gian chật chội!
149559,1,5,9,1,10,Giá quá đắt!
88871,0,7,10,3,10,Rất hài lòng!
84481,0,1,4,0,8,Giá quá đắt!
50325,2,10,7,10,8,Dịch vụ tuyệt vời!
62924,8,6,0,9,8,Rất hài lòng!
36891,6,5,9,10,0,Dịch vụ tuyệt vời!
39020,2,4,2,4,9,Giá quá đắt!
120905,3,5,2,4,10,Giá quá đắt!
148117,8,7,3,6,6,Rất hài lòng!
90377,8,5,9,8,5,Không gian đẹp!
37195,5,1,2,2,10,Không gian chật chội!
49815,0,3,8,7,0,Giá quá đắt!
9382,4,3,6,10,3,Không hài lòng!
66946,4,9,7,5,3,Dịch vụ kém!
93429,8,3,5,5,5,Không hài lòng!
140351,4,5,1,9,9,Không hài lòng!
79850,10,6,7,6,0,Không ngon!
87355,10,0,4,1,9,Giá quá đắt!
95859,2,10,10,9,7,Giá cả hợp lý!
30012,6,0,6,8,10,Không gian đẹp!
133589,1,1,10,6,6,Không hài lòng!
81931,7,1,5,9,8,Không gian đẹp!
102945,9,7,4,7,7,Dịch vụ tuyệt vời!
28331,10,9,9,6,10,Giá cả hợp lý!
108127,0,2,8,1,6,Không hài lòng!
13281,0,4,3,10,2,Không hài lòng!
65726,10,10,2,10,2,Dịch vụ tuyệt vời!
96527,1,1,9,0,0,Không gian chật chội!
131331,10,6,7,4,7,Dịch vụ tuyệt vời!
35403,8,9,3,3,6,Không hài lòng!
20764,5,7,3,3,2,Không ngon!
48663,3,3,6,3,6,Không ngon!
15816,6,4,8,2,7,Không gian chật chội!
125390,3,4,8,10,7,Không gian đẹp!
90106,10,3,10,6,8,Không gian đẹp!
79453,3,7,0,6,4,Không ngon!
62961,4,3,2,1,7,Không ngon!
142359,1,1,5,7,1,Không hài lòng!
11166,6,3,5,8,5,Giá quá đắt!
143117,9,4,2,9,4,Không hài lòng!
20770,3,10,5,5,0,Không gian chật chội!
21141,9,5,10,6,0,Không gian đẹp!
15898,1,4,5,0,5,Không gian chật chội!
43188,0,6,10,8,6,Dịch vụ tuyệt vời!
19803,5,2,8,0,3,Dịch vụ kém!
111670,5,8,9,9,8,Rất hài lòng!
103038,7,8,4,5,9,Giá cả hợp lý!
66621,4,10,2,3,7,Không ngon!
118623,8,10,2,1,7,Không hài lòng!
146926,7,5,1,0,0,Không ngon!
15229,6,4,3,3,3,Không hài lòng!
138118,1,1,4,9,9,Không ngon!
19049,5,3,7,5,4,Dịch vụ kém!
58713,8,9,7,7,7,"Ngon, sẽ quay lại!"
12122,8,3,7,0,1,Không ngon!
96128,4,0,10,3,7,Không hài lòng!
123242,4,1,8,8,6,Không hài lòng!
52650,1,1,6,6,6,Không hài lòng!
130606,10,7,6,2,7,Dịch vụ tuyệt vời!
119008,3,10,3,6,9,Dịch vụ tuyệt vời!
77429,7,0,9,6,9,Giá cả hợp lý!
26773,0,3,4,6,0,Giá quá đắt!
108793,0,6,1,2,7,Không gian chật chội!
88515,7,5,9,3,6,Giá cả hợp lý!
44965,7,6,4,6,10,"Ngon, sẽ quay lại!"
80432,10,0,2,7,4,Không gian chật chội!
81759,3,4,6,8,7,Không ngon!
64314,3,8,4,7,9,Rất hài lòng!
35400,1,5,7,8,3,Không gian chật chội!
135958,10,0,1,0,6,Không hài lòng!
91231,6,9,4,10,5,Rất hài lòng!
24826,0,0,7,4,7,Dịch vụ kém!
67758,3,3,5,9,7,Không gian chật chội!
104666,5,6,2,4,3,Dịch vụ kém!
71859,5,2,8,2,9,Không ngon!
130240,3,10,0,5,8,Dịch vụ kém!
117716,6,7,8,6,5,Rất hài lòng!
110847,1,7,9,7,1,Dịch vụ kém!
95828,3,1,3,4,1,Giá quá đắt!
126556,2,3,9,2,8,Dịch vụ kém!
112831,2,5,0,10,6,Không hài lòng!
136086,8,8,8,2,0,Không gian chật chội!
149953,3,9,9,9,6,Giá cả hợp lý!
17418,1,10,4,9,5,Không gian chật chội!
7146,9,7,5,7,8,Rất hài lòng!
124373,7,10,4,9,5,Dịch vụ tuyệt vời!
38349,7,3,0,9,0,Giá quá đắt!
24978,9,6,9,4,6,Giá cả hợp lý!
110851,7,6,3,0,7,Giá quá đắt!
120479,3,6,9,10,9,Giá cả hợp lý!
54128,10,4,5,0,6,Dịch vụ kém!
91506,0,3,7,6,10,Không gian chật chội!
144978,3,2,1,10,3,Dịch vụ kém!
79078,7,3,6,5,4,Không gian chật chội!
103193,8,1,3,4,4,Không gian chật chội!
125607,8,0,2,1,6,Dịch vụ kém!
71174,3,7,10,10,7,Dịch vụ tuyệt vời!
148068,5,7,3,0,2,Không gian chật chội!
98820,9,9,3,8,0,Không ngon!
111326,9,10,4,9,1,Rất hài lòng!
71735,0,2,8,6,7,Không hài lòng!
140487,2,9,10,9,5,Giá cả hợp lý!
94242,5,4,7,1,4,Không ngon!
63458,1,1,8,7,2,Không gian chật chội!
1925,1,0,8,5,2,Không hài lòng!
112406,9,4,0,5,7,Không hài lòng!
56682,7,8,9,4,4,Rất hài lòng!
43562,9,3,2,8,1,Không hài lòng!
145772,10,9,1,2,5,Không gian chật chội!
60054,1,8,0,2,0,Không gian chật chội!
125171,3,3,10,9,1,Giá quá đắt!
115493,4,8,2,4,0,Dịch vụ kém!
53580,1,8,5,4,8,Không gian chật chội!
13898,2,5,2,5,0,Không hài lòng!
35030,6,7,0,9,9,Dịch vụ tuyệt vời!
71200,2,10,9,8,0,Dịch vụ kém!
98280,9,2,9,2,7,Không gian chật chội!
20150,7,0,4,10,1,Không gian chật chội!
149867,3,1,10,5,3,Giá quá đắt!
49322,8,1,7,3,1,Không gian chật chội!
114234,8,1,4,0,9,Không gian chật chội!
117239,1,5,9,9,9,Không gian đẹp!
90392,0,3,9,2,8,Không ngon!
36262,4,1,7,1,2,Dịch vụ kém!
119509,0,5,4,2,6,Giá quá đắt!
6874,0,9,0,2,4,Giá quá đắt!
98663,8,5,8,2,4,Giá quá đắt!
138153,4,6,6,1,3,Dịch vụ kém!
52388,6,8,2,7,10,Dịch vụ tuyệt vời!
15634,7,2,5,3,5,Không hài lòng!
37486,4,7,10,6,8,Không gian đẹp!
147728,7,0,4,3,7,Giá quá đắt!
123937,5,9,1,10,6,Dịch vụ tuyệt vời!
21318,3,5,10,5,1,Không ngon!
72271,3,6,0,4,4,Không hài lòng!
128361,0,9,0,6,9,Không hài lòng!
24945,6,5,1,10,8,"Ngon, sẽ quay lại!"
24568,2,7,1,8,10,Không gian chật chội!
65158,3,7,0,2,8,Không hài lòng!
28218,0,9,3,9,1,Không hài lòng!
93313,6,5,0,2,6,Dịch vụ kém!
58555,10,7,1,9,0,Không gian chật chội!
37861,4,10,9,2,7,Rất hài lòng!
25697,5,2,4,8,10,Không gian chật chội!
106513,5,1,7,4,10,Không gian chật chội!
53763,7,3,6,4,0,Không gian chật chội!
7261,2,6,9,10,2,Không ngon!
1689,10,7,10,10,0,Không gian đẹp!
37936,6,10,6,7,5,Dịch vụ tuyệt vời!
10220,1,5,0,5,10,Không ngon!
121864,2,5,3,6,10,Không ngon!
77681,0,10,1,3,1,Không gian chật chội!
47479,0,3,0,5,6,Không gian chật chội!
147729,7,10,5,1,0,Không gian chật chội!
53924,9,9,1,10,7,Không gian đẹp!
120081,9,10,1,7,5,Giá cả hợp lý!
35907,10,3,0,1,9,Không gian chật chội!
105036,2,1,6,9,0,Không ngon!
2982,1,9,8,10,7,Rất hài lòng!
144448,10,2,1,9,2,Không hài lòng!
62370,6,7,6,2,5,Giá quá đắt!
124482,1,10,8,3,4,Giá quá đắt!
90877,10,10,8,2,6,Giá cả hợp lý!
75325,6,8,3,6,8,Rất hài lòng!
82751,0,0,1,3,9,Không gian chật chội!
5659,9,0,8,4,4,Giá quá đắt!
75282,7,2,4,7,5,Không hài lòng!
51578,6,7,6,3,8,Không gian đẹp!
126860,3,1,8,10,5,Giá quá đắt!
89878,7,1,2,4,8,Không ngon!
62466,3,1,4,1,10,Không gian chật chội!
100507,0,2,10,5,7,Giá quá đắt!
123951,3,0,9,0,0,Không gian chật chội!
144034,4,6,9,4,5,Không ngon!
134773,7,7,6,5,7,Giá cả hợp lý!
19564,10,3,9,0,2,Giá quá đắt!
35059,9,1,8,9,7,Giá cả hợp lý!
2461,10,1,9,4,4,Giá quá đắt!
32963,4,7,5,10,0,Dịch vụ kém!
39658,8,8,1,5,9,Giá cả hợp lý!
100739,3,6,9,8,9,Dịch vụ tuyệt vời!
118088,9,4,1,8,1,Giá quá đắt!
97447,4,6,3,2,4,Không gian chật chội!
47141,7,9,0,7,1,Dịch vụ kém!
24527,1,7,7,7,4,Không hài lòng!
82964,4,3,3,10,10,Dịch vụ tuyệt vời!
148046,7,0,7,9,2,Không hài lòng!
19185,5,8,5,1,9,Không gian chật chội!
143129,0,6,0,8,5,Không gian chật chội!
46309,6,2,0,1,10,Không gian chật chội!
118958,4,6,10,10,10,"Ngon, sẽ quay lại!"
113744,10,10,6,0,2,Giá quá đắt!
11814,9,8,5,3,1,Giá quá đắt!
33130,5,4,2,7,3,Không hài lòng!
129835,1,0,1,3,2,Không hài lòng!
134317,4,10,10,5,10,"Ngon, sẽ quay lại!"
2773,7,5,1,2,0,Dịch vụ kém!
378,5,6,9,3,4,Dịch vụ kém!
138900,10,8,10,2,2,Không gian đẹp!
99501,0,2,9,6,5,Dịch vụ kém!
87217,4,0,1,5,8,Không gian chật chội!
102893,9,5,2,2,2,Giá quá đắt!
47586,2,3,1,0,10,Giá quá đắt!
62281,5,6,7,3,3,Không hài lòng!
79675,6,9,8,6,1,Giá cả hợp lý!
148566,0,5,10,1,8,Không ngon!
23577,3,8,0,10,5,Không gian chật chội!
17204,9,0,4,6,4,Không gian chật chội!
22816,8,4,10,9,10,Không gian đẹp!
58471,8,10,8,8,4,Giá cả hợp lý!
72648,4,10,6,2,1,Dịch vụ kém!
50638,4,8,5,6,10,Giá cả hợp lý!
113144,10,4,7,6,7,Dịch vụ tuyệt vời!
7844,10,8,6,10,8,Dịch vụ tuyệt vời!
