MaSoThe,MaKhachHang,NgayLap,LoaiThe,TinhTrangThe,DiemTichLuy
11234,16418,2023-12-05,Member,Active,0
11235,42700,2023-01-25,Member,Active,0
11236,34076,2023-05-01,Member,Active,0
11237,93326,2023-07-26,Member,Active,0
11238,94192,2023-01-18,Member,Active,0
11239,9896,2023-05-21,Member,Active,0
11240,8214,2023-12-07,Member,Active,0
11241,56719,2023-02-26,Member,Active,0
11242,23091,2023-03-29,Member,Active,0
11243,52928,2023-01-18,Member,Active,0
11244,85740,2023-01-04,Member,Active,0
11245,1974,2023-08-03,Member,Active,0
11246,37094,2023-08-28,Member,Active,0
11247,4571,2023-07-26,Member,Active,0
11248,93699,2023-06-30,Member,Active,0
11249,45278,2023-05-20,Member,Active,0
11250,25327,2023-07-26,Member,Active,0
11251,43053,2023-10-10,Member,Active,0
11252,44329,2023-03-05,Member,Active,0
11253,53192,2023-06-05,Member,Active,0
11254,57359,2023-10-16,Member,Active,0
11255,89966,2023-03-05,Member,Active,0
11256,94366,2023-01-17,Member,Active,0
11257,94046,2023-01-16,Member,Active,0
11258,65882,2023-01-18,Member,Active,0
11259,83938,2023-03-06,Member,Active,0
11260,24740,2023-11-24,Member,Active,0
11261,86471,2023-04-30,Member,Active,0
11262,3935,2023-04-13,Member,Active,0
11263,15140,2023-11-11,Member,Active,0
11264,6927,2023-09-18,Member,Active,0
11265,5450,2023-05-12,Member,Active,0
11266,33445,2023-03-27,Member,Active,0
11267,58907,2023-04-19,Member,Active,0
11268,79871,2023-12-19,Member,Active,0
11269,62275,2023-11-05,Member,Active,0
11270,55298,2023-06-06,Member,Active,0
11271,85910,2023-01-27,Member,Active,0
11272,45424,2023-04-15,Member,Active,0
11273,7562,2023-01-13,Member,Active,0
11274,32173,2023-07-21,Member,Active,0
11275,74763,2023-09-12,Member,Active,0
11276,4499,2023-06-28,Member,Active,0
11277,74612,2023-01-16,Member,Active,0
11278,49525,2023-05-18,Member,Active,0
11279,20808,2023-11-29,Member,Active,0
11280,83624,2023-06-16,Member,Active,0
11281,57298,2023-06-21,Member,Active,0
11282,62573,2023-02-04,Member,Active,0
11283,49937,2023-05-02,Member,Active,0
11284,49240,2023-11-02,Member,Active,0
11285,38664,2023-02-20,Member,Active,0
11286,14557,2023-12-31,Member,Active,0
11287,50079,2023-12-22,Member,Active,0
11288,6413,2023-07-15,Member,Active,0
11289,54466,2023-02-22,Member,Active,0
11290,27778,2023-11-10,Member,Active,0
11291,59106,2023-03-07,Member,Active,0
11292,50250,2023-04-16,Member,Active,0
11293,92374,2023-02-28,Member,Active,0
11294,99548,2023-08-18,Member,Active,0
11295,53443,2023-10-08,Member,Active,0
11296,18843,2023-02-10,Member,Active,0
11297,3525,2023-09-06,Member,Active,0
11298,10625,2023-04-01,Member,Active,0
11299,16148,2023-12-24,Member,Active,0
11300,707,2023-12-23,Member,Active,0
11301,51073,2023-02-11,Member,Active,0
11302,71653,2023-03-17,Member,Active,0
11303,80487,2023-05-15,Member,Active,0
11304,53036,2023-08-21,Member,Active,0
11305,86410,2023-01-11,Member,Active,0
11306,1069,2023-08-16,Member,Active,0
11307,40964,2023-05-14,Member,Active,0
11308,35253,2023-09-19,Member,Active,0
11309,68486,2023-08-18,Member,Active,0
11310,20593,2023-08-03,Member,Active,0
11311,42414,2023-12-26,Member,Active,0
11312,13332,2023-11-29,Member,Active,0
11313,93368,2023-11-12,Member,Active,0
11314,85221,2023-09-18,Member,Active,0
11315,67580,2023-11-23,Member,Active,0
11316,83926,2023-12-03,Member,Active,0
11317,50316,2023-07-26,Member,Active,0
11318,52384,2023-09-19,Member,Active,0
11319,75857,2023-07-06,Member,Active,0
11320,34663,2023-11-23,Member,Active,0
11321,591,2023-06-30,Member,Active,0
11322,94804,2023-04-01,Member,Active,0
11323,88844,2023-12-10,Member,Active,0
11324,49589,2023-10-13,Member,Active,0
11325,50188,2023-01-08,Member,Active,0
11326,18414,2023-12-26,Member,Active,0
11327,52974,2023-05-31,Member,Active,0
11328,28977,2023-05-22,Member,Active,0
11329,45386,2023-03-09,Member,Active,0
11330,82045,2023-03-06,Member,Active,0
11331,44235,2023-05-20,Member,Active,0
11332,66387,2023-11-27,Member,Active,0
11333,28213,2023-05-30,Member,Active,0
11334,81627,2023-06-19,Member,Active,0
11335,9577,2023-05-03,Member,Active,0
11336,32455,2023-01-04,Member,Active,0
11337,53999,2023-08-15,Member,Active,0
11338,62932,2023-05-19,Member,Active,0
11339,30667,2023-06-23,Member,Active,0
11340,2639,2023-05-08,Member,Active,0
11341,86056,2023-03-23,Member,Active,0
11342,59365,2023-10-24,Member,Active,0
11343,6751,2023-02-10,Member,Active,0
11344,52634,2023-03-29,Member,Active,0
11345,55542,2023-03-30,Member,Active,0
11346,2360,2023-10-21,Member,Active,0
11347,52061,2023-07-10,Member,Active,0
11348,88699,2023-07-28,Member,Active,0
11349,52355,2023-08-17,Member,Active,0
11350,78920,2023-03-26,Member,Active,0
11351,71422,2023-03-21,Member,Active,0
11352,24619,2023-12-03,Member,Active,0
11353,87230,2023-08-08,Member,Active,0
11354,11327,2023-11-02,Member,Active,0
11355,91486,2023-11-26,Member,Active,0
11356,61214,2023-05-21,Member,Active,0
11357,89671,2023-08-01,Member,Active,0
11358,95320,2023-07-01,Member,Active,0
11359,92189,2023-11-11,Member,Active,0
11360,66956,2023-11-17,Member,Active,0
11361,20403,2023-06-21,Member,Active,0
11362,37497,2023-05-29,Member,Active,0
11363,85763,2023-12-11,Member,Active,0
11364,62196,2023-11-27,Member,Active,0
11365,79992,2023-07-11,Member,Active,0
11366,95561,2023-09-07,Member,Active,0
11367,97616,2023-02-15,Member,Active,0
11368,72761,2023-07-07,Member,Active,0
11369,49171,2023-11-04,Member,Active,0
11370,5755,2023-04-06,Member,Active,0
11371,27417,2023-03-29,Member,Active,0
11372,82980,2023-05-02,Member,Active,0
11373,84973,2023-12-30,Member,Active,0
11374,95290,2023-08-04,Member,Active,0
11375,58462,2023-08-09,Member,Active,0
11376,64178,2023-06-17,Member,Active,0
11377,34341,2023-02-02,Member,Active,0
11378,66124,2023-09-14,Member,Active,0
11379,17246,2023-10-30,Member,Active,0
11380,55565,2023-11-05,Member,Active,0
11381,64466,2023-08-04,Member,Active,0
11382,18727,2023-03-15,Member,Active,0
11383,75874,2023-05-14,Member,Active,0
11384,25913,2023-02-07,Member,Active,0
11385,69008,2023-05-06,Member,Active,0
11386,13842,2023-01-17,Member,Active,0
11387,16789,2023-02-05,Member,Active,0
11388,50307,2023-04-18,Member,Active,0
11389,41808,2023-05-30,Member,Active,0
11390,1520,2023-05-26,Member,Active,0
11391,79009,2023-11-19,Member,Active,0
11392,6924,2023-03-22,Member,Active,0
11393,74045,2023-08-04,Member,Active,0
11394,63692,2023-12-21,Member,Active,0
11395,71694,2023-07-17,Member,Active,0
11396,70345,2023-02-15,Member,Active,0
11397,52550,2023-02-28,Member,Active,0
11398,64604,2023-01-26,Member,Active,0
11399,11396,2023-05-30,Member,Active,0
11400,94644,2023-08-20,Member,Active,0
11401,68434,2023-07-21,Member,Active,0
11402,24881,2023-12-25,Member,Active,0
11403,40274,2023-01-06,Member,Active,0
11404,16735,2023-05-02,Member,Active,0
11405,7535,2023-11-14,Member,Active,0
11406,57644,2023-11-01,Member,Active,0
11407,10693,2023-09-01,Member,Active,0
11408,87954,2023-09-27,Member,Active,0
11409,94292,2023-10-12,Member,Active,0
11410,59394,2023-01-28,Member,Active,0
11411,73626,2023-01-24,Member,Active,0
11412,5026,2023-03-26,Member,Active,0
11413,73536,2023-11-06,Member,Active,0
11414,91932,2023-05-23,Member,Active,0
11415,76440,2023-07-04,Member,Active,0
11416,7547,2023-11-17,Member,Active,0
11417,70886,2023-03-31,Member,Active,0
11418,44637,2023-05-20,Member,Active,0
11419,6530,2023-04-01,Member,Active,0
11420,30767,2023-11-26,Member,Active,0
11421,36052,2023-09-18,Member,Active,0
11422,38924,2023-01-05,Member,Active,0
11423,79538,2023-11-25,Member,Active,0
11424,51481,2023-09-30,Member,Active,0
11425,16026,2023-07-06,Member,Active,0
11426,92851,2023-08-13,Member,Active,0
11427,71650,2023-09-24,Member,Active,0
11428,89084,2023-11-25,Member,Active,0
11429,78177,2023-10-05,Member,Active,0
11430,64061,2023-04-05,Member,Active,0
11431,69966,2023-11-12,Member,Active,0
11432,38636,2023-04-29,Member,Active,0
11433,51783,2023-10-06,Member,Active,0
11434,84899,2023-05-22,Member,Active,0
11435,89432,2023-02-22,Member,Active,0
11436,68105,2023-12-21,Member,Active,0
11437,34198,2023-01-14,Member,Active,0
11438,65008,2023-11-07,Member,Active,0
11439,52394,2023-09-14,Member,Active,0
11440,85883,2023-11-14,Member,Active,0
11441,94080,2023-09-21,Member,Active,0
11442,42071,2023-11-21,Member,Active,0
11443,69273,2023-01-21,Member,Active,0
11444,59908,2023-11-02,Member,Active,0
11445,54458,2023-09-02,Member,Active,0
11446,70151,2023-04-11,Member,Active,0
11447,52753,2023-05-13,Member,Active,0
11448,95571,2023-06-26,Member,Active,0
11449,48770,2023-06-17,Member,Active,0
11450,82560,2023-08-29,Member,Active,0
11451,12112,2023-02-20,Member,Active,0
11452,58115,2023-06-10,Member,Active,0
11453,21518,2023-09-23,Member,Active,0
11454,52274,2023-06-12,Member,Active,0
11455,36154,2023-03-07,Member,Active,0
11456,4855,2023-02-06,Member,Active,0
11457,80246,2023-01-23,Member,Active,0
11458,77215,2023-08-10,Member,Active,0
11459,14961,2023-11-26,Member,Active,0
11460,90579,2023-06-17,Member,Active,0
11461,37790,2023-11-18,Member,Active,0
11462,23514,2023-04-12,Member,Active,0
11463,52761,2023-05-25,Member,Active,0
11464,64911,2023-12-22,Member,Active,0
11465,63183,2023-12-19,Member,Active,0
11466,97950,2023-09-14,Member,Active,0
11467,78155,2023-11-27,Member,Active,0
11468,72570,2023-11-06,Member,Active,0
11469,48591,2023-07-01,Member,Active,0
11470,84903,2023-06-07,Member,Active,0
11471,25802,2023-01-28,Member,Active,0
11472,11013,2023-09-17,Member,Active,0
11473,29054,2023-12-21,Member,Active,0
11474,64729,2023-02-27,Member,Active,0
11475,92165,2023-04-20,Member,Active,0
11476,94004,2023-08-10,Member,Active,0
11477,92417,2023-06-01,Member,Active,0
11478,49655,2023-04-26,Member,Active,0
11479,29665,2023-07-13,Member,Active,0
11480,80360,2023-12-27,Member,Active,0
11481,76030,2023-10-02,Member,Active,0
11482,52109,2023-12-03,Member,Active,0
11483,69399,2023-08-24,Member,Active,0
11484,16591,2023-10-28,Member,Active,0
11485,8686,2023-02-26,Member,Active,0
11486,65349,2023-07-25,Member,Active,0
11487,65135,2023-04-29,Member,Active,0
11488,93245,2023-04-22,Member,Active,0
11489,23869,2023-12-22,Member,Active,0
11490,50236,2023-06-19,Member,Active,0
11491,62417,2023-07-06,Member,Active,0
11492,46442,2023-05-29,Member,Active,0
11493,70060,2023-03-17,Member,Active,0
11494,87072,2023-05-27,Member,Active,0
11495,57159,2023-05-09,Member,Active,0
11496,23880,2023-07-19,Member,Active,0
11497,61649,2023-01-20,Member,Active,0
11498,78125,2023-11-18,Member,Active,0
11499,56606,2023-07-16,Member,Active,0
11500,99736,2023-06-14,Member,Active,0
11501,43342,2023-07-18,Member,Active,0
11502,4747,2023-03-24,Member,Active,0
11503,10768,2023-09-19,Member,Active,0
11504,83158,2023-04-13,Member,Active,0
11505,25055,2023-06-11,Member,Active,0
11506,61985,2023-09-14,Member,Active,0
11507,84393,2023-10-01,Member,Active,0
11508,33170,2023-09-11,Member,Active,0
11509,15130,2023-01-15,Member,Active,0
11510,87104,2023-09-19,Member,Active,0
11511,47851,2023-09-15,Member,Active,0
11512,73752,2023-09-14,Member,Active,0
11513,35773,2023-05-20,Member,Active,0
11514,20508,2023-06-22,Member,Active,0
11515,68198,2023-04-08,Member,Active,0
11516,25243,2023-09-15,Member,Active,0
11517,72397,2023-12-02,Member,Active,0
11518,33899,2023-09-26,Member,Active,0
11519,20477,2023-07-19,Member,Active,0
11520,22211,2023-01-27,Member,Active,0
11521,38770,2023-06-25,Member,Active,0
11522,68188,2023-10-30,Member,Active,0
11523,72217,2023-12-21,Member,Active,0
11524,8471,2023-06-05,Member,Active,0
11525,68957,2023-05-09,Member,Active,0
11526,71478,2023-11-22,Member,Active,0
11527,37688,2023-08-12,Member,Active,0
11528,13023,2023-01-25,Member,Active,0
11529,88481,2023-04-30,Member,Active,0
11530,69410,2023-09-22,Member,Active,0
11531,24139,2023-01-28,Member,Active,0
11532,65325,2023-02-23,Member,Active,0
11533,45537,2023-04-25,Member,Active,0
11534,26128,2023-08-05,Member,Active,0
11535,9227,2023-01-02,Member,Active,0
11536,57781,2023-12-26,Member,Active,0
11537,5912,2023-08-27,Member,Active,0
11538,37670,2023-12-18,Member,Active,0
11539,67684,2023-08-01,Member,Active,0
11540,72347,2023-01-01,Member,Active,0
11541,23688,2023-09-14,Member,Active,0
11542,83564,2023-09-11,Member,Active,0
11543,75492,2023-06-22,Member,Active,0
11544,75677,2023-11-09,Member,Active,0
11545,20681,2023-03-29,Member,Active,0
11546,22273,2023-12-01,Member,Active,0
11547,51787,2023-04-09,Member,Active,0
11548,44805,2023-09-10,Member,Active,0
11549,54441,2023-09-22,Member,Active,0
11550,90668,2023-09-06,Member,Active,0
11551,43884,2023-12-15,Member,Active,0
11552,24201,2023-08-13,Member,Active,0
11553,69599,2023-08-06,Member,Active,0
11554,99349,2023-05-09,Member,Active,0
11555,22941,2023-03-16,Member,Active,0
11556,11731,2023-06-12,Member,Active,0
11557,49145,2023-09-15,Member,Active,0
11558,58285,2023-12-10,Member,Active,0
11559,9399,2023-10-27,Member,Active,0
11560,1115,2023-10-26,Member,Active,0
11561,39670,2023-07-19,Member,Active,0
11562,84876,2023-12-18,Member,Active,0
11563,35417,2023-09-23,Member,Active,0
11564,98546,2023-05-23,Member,Active,0
11565,40073,2023-07-21,Member,Active,0
11566,96690,2023-12-23,Member,Active,0
11567,33344,2023-12-28,Member,Active,0
11568,53316,2023-08-12,Member,Active,0
11569,47203,2023-02-26,Member,Active,0
11570,49639,2023-11-27,Member,Active,0
11571,4053,2023-10-27,Member,Active,0
11572,95285,2023-02-21,Member,Active,0
11573,37286,2023-12-04,Member,Active,0
11574,95295,2023-07-06,Member,Active,0
11575,1097,2023-03-19,Member,Active,0
11576,74799,2023-11-02,Member,Active,0
11577,23563,2023-11-21,Member,Active,0
11578,83413,2023-02-21,Member,Active,0
11579,58566,2023-05-28,Member,Active,0
11580,84729,2023-07-20,Member,Active,0
11581,23555,2023-05-28,Member,Active,0
11582,26831,2023-05-27,Member,Active,0
11583,75603,2023-04-02,Member,Active,0
11584,65796,2023-03-31,Member,Active,0
11585,38814,2023-11-01,Member,Active,0
11586,80939,2023-03-07,Member,Active,0
11587,76652,2023-03-08,Member,Active,0
11588,28907,2023-03-01,Member,Active,0
11589,20575,2023-05-17,Member,Active,0
11590,69272,2023-01-24,Member,Active,0
11591,29492,2023-09-03,Member,Active,0
11592,59972,2023-05-10,Member,Active,0
11593,22059,2023-02-22,Member,Active,0
11594,2869,2023-06-12,Member,Active,0
11595,50328,2023-08-17,Member,Active,0
11596,74024,2023-08-23,Member,Active,0
11597,84506,2023-08-07,Member,Active,0
11598,27205,2023-08-22,Member,Active,0
11599,572,2023-11-21,Member,Active,0
11600,9645,2023-11-07,Member,Active,0
11601,69564,2023-06-13,Member,Active,0
11602,16406,2023-03-16,Member,Active,0
11603,51859,2023-03-06,Member,Active,0
11604,3065,2023-06-04,Member,Active,0
11605,48627,2023-04-20,Member,Active,0
11606,37133,2023-12-01,Member,Active,0
11607,4613,2023-06-24,Member,Active,0
11608,14197,2023-08-03,Member,Active,0
11609,85740,2023-08-02,Member,Active,0
11610,97288,2023-06-20,Member,Active,0
11611,10382,2023-10-01,Member,Active,0
11612,51684,2023-04-21,Member,Active,0
11613,5829,2023-01-21,Member,Active,0
11614,26467,2023-12-14,Member,Active,0
11615,86422,2023-09-18,Member,Active,0
11616,70947,2023-01-10,Member,Active,0
11617,37335,2023-06-17,Member,Active,0
11618,93630,2023-07-25,Member,Active,0
11619,72175,2023-02-27,Member,Active,0
11620,21906,2023-10-11,Member,Active,0
11621,35866,2023-05-12,Member,Active,0
11622,60304,2023-06-12,Member,Active,0
11623,12425,2023-07-18,Member,Active,0
11624,2439,2023-11-29,Member,Active,0
11625,18498,2023-11-10,Member,Active,0
11626,86183,2023-04-18,Member,Active,0
11627,16400,2023-04-26,Member,Active,0
11628,98683,2023-09-07,Member,Active,0
11629,37103,2023-01-19,Member,Active,0
11630,4948,2023-10-07,Member,Active,0
11631,39226,2023-01-27,Member,Active,0
11632,97594,2023-02-07,Member,Active,0
11633,94803,2023-02-09,Member,Active,0
11634,7141,2023-12-30,Member,Active,0
11635,17145,2023-12-29,Member,Active,0
11636,3926,2023-03-19,Member,Active,0
11637,79337,2023-12-04,Member,Active,0
11638,57569,2023-09-13,Member,Active,0
11639,20773,2023-08-22,Member,Active,0
11640,25470,2023-02-25,Member,Active,0
11641,32105,2023-11-12,Member,Active,0
11642,12615,2023-04-24,Member,Active,0
11643,98418,2023-06-27,Member,Active,0
11644,44510,2023-06-17,Member,Active,0
11645,30281,2023-09-21,Member,Active,0
11646,1258,2023-05-28,Member,Active,0
11647,82482,2023-05-27,Member,Active,0
11648,5130,2023-01-24,Member,Active,0
11649,40756,2023-09-04,Member,Active,0
11650,32184,2023-04-15,Member,Active,0
11651,20973,2023-01-29,Member,Active,0
11652,87213,2023-01-06,Member,Active,0
11653,87987,2023-10-17,Member,Active,0
11654,21183,2023-04-11,Member,Active,0
11655,3682,2023-05-09,Member,Active,0
11656,72038,2023-03-12,Member,Active,0
11657,22004,2023-06-05,Member,Active,0
11658,7012,2023-01-16,Member,Active,0
11659,19719,2023-09-10,Member,Active,0
11660,53374,2023-03-22,Member,Active,0
11661,2574,2023-05-18,Member,Active,0
11662,28723,2023-01-28,Member,Active,0
11663,44733,2023-06-26,Member,Active,0
11664,62117,2023-10-23,Member,Active,0
11665,60339,2023-05-23,Member,Active,0
11666,23934,2023-10-30,Member,Active,0
11667,65798,2023-11-16,Member,Active,0
11668,61383,2023-07-22,Member,Active,0
11669,53720,2023-05-10,Member,Active,0
11670,72668,2023-09-25,Member,Active,0
11671,99641,2023-12-22,Member,Active,0
11672,39923,2023-06-18,Member,Active,0
11673,27002,2023-06-28,Member,Active,0
11674,67846,2023-10-20,Member,Active,0
11675,14140,2023-01-31,Member,Active,0
11676,87315,2023-10-04,Member,Active,0
11677,97958,2023-03-29,Member,Active,0
11678,747,2023-01-25,Member,Active,0
11679,46903,2023-05-01,Member,Active,0
11680,22107,2023-11-12,Member,Active,0
11681,4034,2023-01-19,Member,Active,0
11682,29142,2023-02-10,Member,Active,0
11683,80888,2023-07-06,Member,Active,0
11684,85380,2023-09-07,Member,Active,0
11685,27827,2023-05-16,Member,Active,0
11686,54784,2023-11-22,Member,Active,0
11687,16201,2023-07-18,Member,Active,0
11688,96488,2023-02-08,Member,Active,0
11689,3659,2023-02-14,Member,Active,0
11690,11451,2023-04-25,Member,Active,0
11691,32317,2023-04-15,Member,Active,0
11692,44797,2023-09-24,Member,Active,0
11693,59448,2023-01-11,Member,Active,0
11694,78600,2023-04-16,Member,Active,0
11695,85501,2023-01-14,Member,Active,0
11696,15166,2023-12-30,Member,Active,0
11697,97521,2023-05-29,Member,Active,0
11698,98877,2023-08-01,Member,Active,0
11699,27106,2023-08-15,Member,Active,0
11700,73399,2023-03-17,Member,Active,0
11701,41651,2023-03-19,Member,Active,0
11702,7952,2023-10-01,Member,Active,0
11703,83504,2023-08-12,Member,Active,0
11704,43926,2023-03-17,Member,Active,0
11705,38489,2023-02-21,Member,Active,0
11706,40234,2023-07-12,Member,Active,0
11707,57507,2023-09-01,Member,Active,0
11708,27886,2023-12-28,Member,Active,0
11709,43105,2023-06-25,Member,Active,0
11710,51801,2023-08-09,Member,Active,0
11711,34466,2023-03-14,Member,Active,0
11712,89608,2023-08-18,Member,Active,0
11713,26573,2023-12-20,Member,Active,0
11714,21349,2023-04-12,Member,Active,0
11715,25404,2023-06-28,Member,Active,0
11716,53011,2023-05-10,Member,Active,0
11717,63126,2023-07-18,Member,Active,0
11718,23812,2023-12-27,Member,Active,0
11719,65042,2023-11-10,Member,Active,0
11720,14893,2023-08-15,Member,Active,0
11721,98484,2023-12-09,Member,Active,0
11722,19736,2023-10-02,Member,Active,0
11723,15917,2023-01-24,Member,Active,0
11724,92057,2023-10-21,Member,Active,0
11725,48510,2023-01-23,Member,Active,0
11726,63419,2023-02-18,Member,Active,0
